text,cleaning,case_folding,tokenizing,normalisasi,label
Gara gara hertod ini😂😂,Gara gara hertod ini,gara gara hertod ini,"['gara', 'gara', 'hertod', 'ini']","['gara', 'gara', 'hertod', 'ini']",Non-Toxic
"Diatas langit masih ada langit 😅😅😅
Enak banget di kacangin BTR 😅
Wah final MVP si sanz kereeeeeen 😅😅😅",Diatas langit masih ada langit Enak banget di kacangin BTR Wah final MVP si sanz kereeeeeen,diatas langit masih ada langit enak banget di kacangin btr wah final mvp si sanz kereeeeeen,"['diatas', 'langit', 'masih', 'ada', 'langit', 'enak', 'banget', 'di', 'kacangin', 'btr', 'wah', 'final', 'mvp', 'si', 'sanz', 'kereeeeeen']","['diatas', 'langit', 'masih', 'ada', 'langit', 'enak', 'banget', 'di', 'kacangin', 'btr', 'wah', 'final', 'mvp', 'si', 'sanz', 'kereeeeeen']",Non-Toxic
1.59.58 tangan kelra geter njir,tangan kelra geter njir,tangan kelra geter njir,"['tangan', 'kelra', 'geter', 'njir']","['tangan', 'kelra', 'geter', 'njir']",Non-Toxic
"Tadi nonton udah 3 - 0, lahh kurang 1 lagi nihh mau nonton live ehhh jadi 3 - 1 ya udah ditinggal ngedrakor dulu aja, alhamdulillah menang Btr",Tadi nonton udah lahh kurang lagi nihh mau nonton live ehhh jadi ya udah ditinggal ngedrakor dulu aja alhamdulillah menang Btr,tadi nonton udah lahh kurang lagi nihh mau nonton live ehhh jadi ya udah ditinggal ngedrakor dulu aja alhamdulillah menang btr,"['tadi', 'nonton', 'udah', 'lahh', 'kurang', 'lagi', 'nihh', 'mau', 'nonton', 'live', 'ehhh', 'jadi', 'ya', 'udah', 'ditinggal', 'ngedrakor', 'dulu', 'aja', 'alhamdulillah', 'menang', 'btr']","['tadi', 'nonton', 'udah', 'lahh', 'kurang', 'lagi', 'nihh', 'mau', 'nonton', 'live', 'ehhh', 'jadi', 'ya', 'udah', 'ditinggal', 'ngedrakor', 'dulu', 'saja', 'alhamdulillah', 'menang', 'btr']",Non-Toxic
GW SEBAGAI PERWAKILAN RRQ MENYATAKAN BAHWA ONIC AYAM UDAH BAWAH 2 PH KOK KALAH LOL😂 RRQ>BTR>ONIC,GW SEBAGAI PERWAKILAN RRQ MENYATAKAN BAHWA ONIC AYAM UDAH BAWAH PH KOK KALAH LOL RRQBTRONIC,gw sebagai perwakilan rrq menyatakan bahwa onic ayam udah bawah ph kok kalah lol rrqbtronic,"['gw', 'sebagai', 'perwakilan', 'rrq', 'menyatakan', 'bahwa', 'onic', 'ayam', 'udah', 'bawah', 'ph', 'kok', 'kalah', 'lol', 'rrqbtronic']","['gue', 'sebagai', 'perwakilan', 'rrq', 'menyatakan', 'bahwa', 'onic', 'ayam', 'udah', 'bawah', 'ph', 'kok', 'kalah', 'lol', 'rrqbtronic']",Non-Toxic
"Congrats BTR, salam dari EvosFams, Kali ini gak sia sia sih kalopun EVOS Pulang di hari pertama playoff, soalnya dikalahkan sama sang juara juga🔥🔥",Congrats BTR salam dari EvosFams Kali ini gak sia sia sih kalopun EVOS Pulang di hari pertama playoff soalnya dikalahkan sama sang juara juga,congrats btr salam dari evosfams kali ini gak sia sia sih kalopun evos pulang di hari pertama playoff soalnya dikalahkan sama sang juara juga,"['congrats', 'btr', 'salam', 'dari', 'evosfams', 'kali', 'ini', 'gak', 'sia', 'sia', 'sih', 'kalopun', 'evos', 'pulang', 'di', 'hari', 'pertama', 'playoff', 'soalnya', 'dikalahkan', 'sama', 'sang', 'juara', 'juga']","['congrats', 'btr', 'salam', 'dari', 'evosfams', 'kali', 'ini', 'tidak', 'sia', 'sia', 'sih', 'kalopun', 'evos', 'pulang', 'di', 'hari', 'pertama', 'playoff', 'soalnya', 'dikalahkan', 'sama', 'sang', 'juara', 'juga']",Non-Toxic
"Selamat buat Bigetron by Vitality! butuh 17 musim agar Robot itu selesai dirakit dengan sempurna.

Bigetroopers, selamat merayakan momen ini!🙌🏻",Selamat buat Bigetron by Vitality butuh musim agar Robot itu selesai dirakit dengan sempurna Bigetroopers selamat merayakan momen ini,selamat buat bigetron by vitality butuh musim agar robot itu selesai dirakit dengan sempurna bigetroopers selamat merayakan momen ini,"['selamat', 'buat', 'bigetron', 'by', 'vitality', 'butuh', 'musim', 'agar', 'robot', 'itu', 'selesai', 'dirakit', 'dengan', 'sempurna', 'bigetroopers', 'selamat', 'merayakan', 'momen', 'ini']","['selamat', 'buat', 'bigetron', 'by', 'vitality', 'butuh', 'musim', 'agar', 'robot', 'itu', 'selesai', 'dirakit', 'dengan', 'sempurna', 'bigetroopers', 'selamat', 'merayakan', 'momen', 'ini']",Non-Toxic
Efek coach baru dari Korea. Gilaaa,Efek coach baru dari Korea Gilaaa,efek coach baru dari korea gilaaa,"['efek', 'coach', 'baru', 'dari', 'korea', 'gilaaa']","['efek', 'coach', 'baru', 'dari', 'korea', 'gilaaa']",Non-Toxic
"Akhirnya ada juara baru....
Selamat Bigetron by vitality..",Akhirnya ada juara baru Selamat Bigetron by vitality,akhirnya ada juara baru selamat bigetron by vitality,"['akhirnya', 'ada', 'juara', 'baru', 'selamat', 'bigetron', 'by', 'vitality']","['akhirnya', 'ada', 'juara', 'baru', 'selamat', 'bigetron', 'by', 'vitality']",Non-Toxic
Gelo tim yang di selamatkan rrq lolos playof akhir nya juara🎉🎉🎉,Gelo tim yang di selamatkan rrq lolos playof akhir nya juara,gelo tim yang di selamatkan rrq lolos playof akhir nya juara,"['gelo', 'tim', 'yang', 'di', 'selamatkan', 'rrq', 'lolos', 'playof', 'akhir', 'nya', 'juara']","['gelo', 'tim', 'yang', 'di', 'selamatkan', 'rrq', 'lolos', 'playof', 'akhir', 'nya', 'juara']",Non-Toxic
"jadi inget badasnya winstreak onik diawal2 musim..

kini semuanya runtuh dilaga pamungkas ini",jadi inget badasnya winstreak onik diawal musim kini semuanya runtuh dilaga pamungkas ini,jadi inget badasnya winstreak onik diawal musim kini semuanya runtuh dilaga pamungkas ini,"['jadi', 'inget', 'badasnya', 'winstreak', 'onik', 'diawal', 'musim', 'kini', 'semuanya', 'runtuh', 'dilaga', 'pamungkas', 'ini']","['jadi', 'inget', 'badasnya', 'winstreak', 'onik', 'diawal', 'musim', 'kini', 'semuanya', 'runtuh', 'dilaga', 'pamungkas', 'ini']",Non-Toxic
Congrats BTR BY VTL and NT juga kepada Onic ID. Tapi memang sudah kelihatan sebernanya memang BTR akan menang keran dari lower final lagi mereka kelihatan ready banget untuk lawan Onic dan jadi Champion. Apa apa pun nice untuk kedua-dua team and Congrats BTR atas kemenangannya.,Congrats BTR BY VTL and NT juga kepada Onic ID Tapi memang sudah kelihatan sebernanya memang BTR akan menang keran dari lower final lagi mereka kelihatan ready banget untuk lawan Onic dan jadi Champion Apa apa pun nice untuk keduadua team and Congrats BTR atas kemenangannya,congrats btr by vtl and nt juga kepada onic id tapi memang sudah kelihatan sebernanya memang btr akan menang keran dari lower final lagi mereka kelihatan ready banget untuk lawan onic dan jadi champion apa apa pun nice untuk keduadua team and congrats btr atas kemenangannya,"['congrats', 'btr', 'by', 'vtl', 'and', 'nt', 'juga', 'kepada', 'onic', 'id', 'tapi', 'memang', 'sudah', 'kelihatan', 'sebernanya', 'memang', 'btr', 'akan', 'menang', 'keran', 'dari', 'lower', 'final', 'lagi', 'mereka', 'kelihatan', 'ready', 'banget', 'untuk', 'lawan', 'onic', 'dan', 'jadi', 'champion', 'apa', 'apa', 'pun', 'nice', 'untuk', 'keduadua', 'team', 'and', 'congrats', 'btr', 'atas', 'kemenangannya']","['congrats', 'btr', 'by', 'vtl', 'and', 'nt', 'juga', 'kepada', 'onic', 'id', 'tapi', 'memang', 'sudah', 'kelihatan', 'sebernanya', 'memang', 'btr', 'akan', 'menang', 'keran', 'dari', 'lower', 'final', 'lagi', 'mereka', 'kelihatan', 'ready', 'banget', 'untuk', 'lawan', 'onic', 'dan', 'jadi', 'champion', 'apa', 'apa', 'pun', 'nice', 'untuk', 'keduadua', 'team', 'and', 'congrats', 'btr', 'atas', 'kemenangannya']",Non-Toxic
"Koh ed parah lu kemarin lu bilang final cuma hadiah sekarang bahkan hingga juara
Respect dari ALTERCHAMS",Koh ed parah lu kemarin lu bilang final cuma hadiah sekarang bahkan hingga juara Respect dari ALTERCHAMS,koh ed parah lu kemarin lu bilang final cuma hadiah sekarang bahkan hingga juara respect dari alterchams,"['koh', 'ed', 'parah', 'lu', 'kemarin', 'lu', 'bilang', 'final', 'cuma', 'hadiah', 'sekarang', 'bahkan', 'hingga', 'juara', 'respect', 'dari', 'alterchams']","['koh', 'ed', 'parah', 'lu', 'kemarin', 'lu', 'bilang', 'final', 'cuma', 'hadiah', 'sekarang', 'bahkan', 'hingga', 'juara', 'respect', 'dari', 'alterchams']",Toxic
"Ini yg paling gw harapkan dari para robot.. 
Jadilah Robot Yg kejam",Ini yg paling gw harapkan dari para robot Jadilah Robot Yg kejam,ini yg paling gw harapkan dari para robot jadilah robot yg kejam,"['ini', 'yg', 'paling', 'gw', 'harapkan', 'dari', 'para', 'robot', 'jadilah', 'robot', 'yg', 'kejam']","['ini', 'yang', 'paling', 'gue', 'harapkan', 'dari', 'para', 'robot', 'jadilah', 'robot', 'yang', 'kejam']",Non-Toxic
"[ Before Match ]
• Player Intro 1:31:04

[ Match ]
• Game 1 - Draft 1:45:44 - Start 1:54:59
• Game 2 - Draft 2:25:26 - Start 2:35:44
• Game 3 - Draft 3:26:15 - Start 3:33:47
- Mic Check 4:09:40
• Game 4 - Draft 4:13:23 - Start 4:22:40
• Game 5 - Draft 5:01:13 - Start 5:07:42

[ After Match ]
• Winning Moment 5:20:58
• Champion 5:25:32",Before Match Player Intro Match Game Draft Start Game Draft Start Game Draft Start Mic Check Game Draft Start Game Draft Start After Match Winning Moment Champion,before match player intro match game draft start game draft start game draft start mic check game draft start game draft start after match winning moment champion,"['before', 'match', 'player', 'intro', 'match', 'game', 'draft', 'start', 'game', 'draft', 'start', 'game', 'draft', 'start', 'mic', 'check', 'game', 'draft', 'start', 'game', 'draft', 'start', 'after', 'match', 'winning', 'moment', 'champion']","['before', 'match', 'player', 'intro', 'match', 'game', 'draft', 'start', 'game', 'draft', 'start', 'game', 'draft', 'start', 'mic', 'check', 'game', 'draft', 'start', 'game', 'draft', 'start', 'after', 'match', 'winning', 'moment', 'champion']",Non-Toxic
"SELAMAT BTR ATAS KEMENANGAN NYA KALIAN MEMANG LAYAK JUARA, NT ONIC SEMOGA SEASON DEPAN JADI LEBIH KUAT

SALAM SONIC",SELAMAT BTR ATAS KEMENANGAN NYA KALIAN MEMANG LAYAK JUARA NT ONIC SEMOGA SEASON DEPAN JADI LEBIH KUAT SALAM SONIC,selamat btr atas kemenangan nya kalian memang layak juara nt onic semoga season depan jadi lebih kuat salam sonic,"['selamat', 'btr', 'atas', 'kemenangan', 'nya', 'kalian', 'memang', 'layak', 'juara', 'nt', 'onic', 'semoga', 'season', 'depan', 'jadi', 'lebih', 'kuat', 'salam', 'sonic']","['selamat', 'btr', 'atas', 'kemenangan', 'nya', 'kalian', 'memang', 'layak', 'juara', 'nt', 'onic', 'semoga', 'season', 'depan', 'jadi', 'lebih', 'kuat', 'salam', 'sonic']",Non-Toxic
AKHIRNYAA 😌 SAMPAI GEMETERAN COK 🥹,AKHIRNYAA SAMPAI GEMETERAN COK,akhirnyaa sampai gemeteran cok,"['akhirnyaa', 'sampai', 'gemeteran', 'cok']","['akhirnyaa', 'sampai', 'gemeteran', 'cok']",Non-Toxic
Coba dari awal lutpi main lapu GX bakal kalah anjir xp sejati,Coba dari awal lutpi main lapu GX bakal kalah anjir xp sejati,coba dari awal lutpi main lapu gx bakal kalah anjir xp sejati,"['coba', 'dari', 'awal', 'lutpi', 'main', 'lapu', 'gx', 'bakal', 'kalah', 'anjir', 'xp', 'sejati']","['coba', 'dari', 'awal', 'lutpi', 'main', 'lapu', 'gx', 'bakal', 'kalah', 'anjir', 'xp', 'sejati']",Toxic
"BTR tim anomali woylah,pemecah WS ONIC,pemecah LS RRQ,pemecah prediksi poster😂",BTR tim anomali woylahpemecah WS ONICpemecah LS RRQpemecah prediksi poster,btr tim anomali woylahpemecah ws onicpemecah ls rrqpemecah prediksi poster,"['btr', 'tim', 'anomali', 'woylahpemecah', 'ws', 'onicpemecah', 'ls', 'rrqpemecah', 'prediksi', 'poster']","['btr', 'tim', 'anomali', 'woylahpemecah', 'ws', 'onicpemecah', 'ls', 'rrqpemecah', 'prediksi', 'poster']",Non-Toxic
Iya jir,Iya jir,iya jir,"['iya', 'jir']","['iya', 'jir']",Non-Toxic
lah iya,lah iya,lah iya,"['lah', 'iya']","['lah', 'iya']",Non-Toxic
akhirnya setelah berseasonn seasonn waktu s 7 di comeback lumineer akhirnya sekarang juara,akhirnya setelah berseasonn seasonn waktu s di comeback lumineer akhirnya sekarang juara,akhirnya setelah berseasonn seasonn waktu s di comeback lumineer akhirnya sekarang juara,"['akhirnya', 'setelah', 'berseasonn', 'seasonn', 'waktu', 's', 'di', 'comeback', 'lumineer', 'akhirnya', 'sekarang', 'juara']","['akhirnya', 'setelah', 'berseasonn', 'seasonn', 'waktu', 's', 'di', 'comeback', 'lumineer', 'akhirnya', 'sekarang', 'juara']",Non-Toxic
1:59:58,,,[],[],Non-Toxic
Pokenic banyak bacot mpl bantuan ph sok keras kena karma rrq ni bos percuma 3 ph tp kalah 😂😂😂,Pokenic banyak bacot mpl bantuan ph sok keras kena karma rrq ni bos percuma ph tp kalah,pokenic banyak bacot mpl bantuan ph sok keras kena karma rrq ni bos percuma ph tp kalah,"['pokenic', 'banyak', 'bacot', 'mpl', 'bantuan', 'ph', 'sok', 'keras', 'kena', 'karma', 'rrq', 'ni', 'bos', 'percuma', 'ph', 'tp', 'kalah']","['pokenic', 'banyak', 'bacot', 'mpl', 'bantuan', 'ph', 'sok', 'keras', 'kena', 'karma', 'rrq', 'ni', 'bos', 'percuma', 'ph', 'tapi', 'kalah']",Toxic
 @Almauzi-h7o6l rrq cuma sampah ya dek ya wkwkwk,hol rrq cuma sampah ya dek ya wkwkwk,hol rrq cuma sampah ya dek ya wkwkwk,"['hol', 'rrq', 'cuma', 'sampah', 'ya', 'dek', 'ya', 'wkwkwk']","['hol', 'rrq', 'cuma', 'sampah', 'ya', 'dek', 'ya', 'wkwkwk']",Toxic
"Panasonic nangis dipojokan terkencing-kencing timnya bot bawa org asing masih kalah dibantai BTR 4-1 btw Moreno>sanz all time, mpv final bos Sanz mana bisa digendong ph😂",Panasonic nangis dipojokan terkencingkencing timnya bot bawa org asing masih kalah dibantai BTR btw Morenosanz all time mpv final bos Sanz mana bisa digendong ph,panasonic nangis dipojokan terkencingkencing timnya bot bawa org asing masih kalah dibantai btr btw morenosanz all time mpv final bos sanz mana bisa digendong ph,"['panasonic', 'nangis', 'dipojokan', 'terkencingkencing', 'timnya', 'bot', 'bawa', 'org', 'asing', 'masih', 'kalah', 'dibantai', 'btr', 'btw', 'morenosanz', 'all', 'time', 'mpv', 'final', 'bos', 'sanz', 'mana', 'bisa', 'digendong', 'ph']","['panasonic', 'nangis', 'dipojokan', 'terkencingkencing', 'timnya', 'bot', 'bawa', 'orang', 'asing', 'masih', 'kalah', 'dibantai', 'btr', 'btw', 'morenosanz', 'all', 'time', 'mpv', 'final', 'bos', 'sanz', 'mana', 'bisa', 'digendong', 'ph']",Toxic
wkwk onic emg lol ayam modal 2 ph masa gak menang yan ayam minimal kaya rrq juara asli org Indonesia alergi org ph😂,wkwk onic emg lol ayam modal ph masa gak menang yan ayam minimal kaya rrq juara asli org Indonesia alergi org ph,wkwk onic emg lol ayam modal ph masa gak menang yan ayam minimal kaya rrq juara asli org indonesia alergi org ph,"['wkwk', 'onic', 'emg', 'lol', 'ayam', 'modal', 'ph', 'masa', 'gak', 'menang', 'yan', 'ayam', 'minimal', 'kaya', 'rrq', 'juara', 'asli', 'org', 'indonesia', 'alergi', 'org', 'ph']","['wkwk', 'onic', 'emg', 'lol', 'ayam', 'modal', 'ph', 'masa', 'tidak', 'menang', 'yan', 'ayam', 'minimal', 'kaya', 'rrq', 'juara', 'asli', 'orang', 'indonesia', 'alergi', 'orang', 'ph']",Non-Toxic
Lucu bgt bacain komentar lol dari org tolol gini😂,Lucu bgt bacain komentar lol dari org tolol gini,lucu bgt bacain komentar lol dari org tolol gini,"['lucu', 'bgt', 'bacain', 'komentar', 'lol', 'dari', 'org', 'tolol', 'gini']","['lucu', 'banget', 'bacain', 'komentar', 'lol', 'dari', 'orang', 'tolol', 'gini']",Toxic
"​ @fyruss3218 onic lol? Jadi onic ""ketawa""?",onic lol Jadi onic ketawa,onic lol jadi onic ketawa,"['onic', 'lol', 'jadi', 'onic', 'ketawa']","['onic', 'lol', 'jadi', 'onic', 'ketawa']",Non-Toxic
Terimakasoh orang baik,Terimakasoh orang baik,terimakasoh orang baik,"['terimakasoh', 'orang', 'baik']","['terimakasoh', 'orang', 'baik']",Non-Toxic
Respect kita harus dukung dua duanya karena onic satu satunya perwakilan indo karena btr di claim paris. Btw gg btr salam dari sonic,Respect kita harus dukung dua duanya karena onic satu satunya perwakilan indo karena btr di claim paris Btw gg btr salam dari sonic,respect kita harus dukung dua duanya karena onic satu satunya perwakilan indo karena btr di claim paris btw gg btr salam dari sonic,"['respect', 'kita', 'harus', 'dukung', 'dua', 'duanya', 'karena', 'onic', 'satu', 'satunya', 'perwakilan', 'indo', 'karena', 'btr', 'di', 'claim', 'paris', 'btw', 'gg', 'btr', 'salam', 'dari', 'sonic']","['respect', 'kita', 'harus', 'dukung', 'dua', 'duanya', 'karena', 'onic', 'satu', 'satunya', 'perwakilan', 'indo', 'karena', 'btr', 'di', 'claim', 'paris', 'btw', 'gg', 'btr', 'salam', 'dari', 'sonic']",Non-Toxic
"Onic boyong Kelra dari ph mau bawa juara, eh malah king btr yg menyalaa 😂🎉",Onic boyong Kelra dari ph mau bawa juara eh malah king btr yg menyalaa,onic boyong kelra dari ph mau bawa juara eh malah king btr yg menyalaa,"['onic', 'boyong', 'kelra', 'dari', 'ph', 'mau', 'bawa', 'juara', 'eh', 'malah', 'king', 'btr', 'yg', 'menyalaa']","['onic', 'boyong', 'kelra', 'dari', 'ph', 'mau', 'bawa', 'juara', 'eh', 'malah', 'king', 'btr', 'yang', 'menyalaa']",Non-Toxic
"Akhirnya ada yang mecahin winstreak nya onic , mana banyak karbitan lagi fans onic",Akhirnya ada yang mecahin winstreak nya onic mana banyak karbitan lagi fans onic,akhirnya ada yang mecahin winstreak nya onic mana banyak karbitan lagi fans onic,"['akhirnya', 'ada', 'yang', 'mecahin', 'winstreak', 'nya', 'onic', 'mana', 'banyak', 'karbitan', 'lagi', 'fans', 'onic']","['akhirnya', 'ada', 'yang', 'mecahin', 'winstreak', 'nya', 'onic', 'mana', 'banyak', 'karbitan', 'lagi', 'fans', 'onic']",Non-Toxic
"SEENGGAKNYA SAMA SKYLAR JUARA MPL, WAKAKAKAKAKAKAKAKAK",SEENGGAKNYA SAMA SKYLAR JUARA MPL WAKAKAKAKAKAKAKAKAK,seenggaknya sama skylar juara mpl wakakakakakakakakak,"['seenggaknya', 'sama', 'skylar', 'juara', 'mpl', 'wakakakakakakakakak']","['seenggaknya', 'sama', 'skylar', 'juara', 'mpl', 'wakakakakakakakakak']",Non-Toxic
KEREN KELRA BISA BAWA ONIC JUARA 2 MPL ID 😂,KEREN KELRA BISA BAWA ONIC JUARA MPL ID,keren kelra bisa bawa onic juara mpl id,"['keren', 'kelra', 'bisa', 'bawa', 'onic', 'juara', 'mpl', 'id']","['keren', 'kelra', 'bisa', 'bawa', 'onic', 'juara', 'mpl', 'id']",Non-Toxic
Mantap ada juara baru dari beberapa mpl season kemaren,Mantap ada juara baru dari beberapa mpl season kemaren,mantap ada juara baru dari beberapa mpl season kemaren,"['mantap', 'ada', 'juara', 'baru', 'dari', 'beberapa', 'mpl', 'season', 'kemaren']","['mantap', 'ada', 'juara', 'baru', 'dari', 'beberapa', 'mpl', 'season', 'kemaren']",Non-Toxic
"Alhamdulillah,tim favorit saya juara 
Congrats BTR",Alhamdulillahtim favorit saya juara Congrats BTR,alhamdulillahtim favorit saya juara congrats btr,"['alhamdulillahtim', 'favorit', 'saya', 'juara', 'congrats', 'btr']","['alhamdulillahtim', 'favorit', 'saya', 'juara', 'congrats', 'btr']",Non-Toxic
"Nah gini Seru nih, Ganti Gantian Juara dan kali ini BTR yg juara, Dan Nice Try utk Onic.",Nah gini Seru nih Ganti Gantian Juara dan kali ini BTR yg juara Dan Nice Try utk Onic,nah gini seru nih ganti gantian juara dan kali ini btr yg juara dan nice try utk onic,"['nah', 'gini', 'seru', 'nih', 'ganti', 'gantian', 'juara', 'dan', 'kali', 'ini', 'btr', 'yg', 'juara', 'dan', 'nice', 'try', 'utk', 'onic']","['nah', 'gini', 'seru', 'nih', 'ganti', 'gantian', 'juara', 'dan', 'kali', 'ini', 'btr', 'yang', 'juara', 'dan', 'nice', 'try', 'untuk', 'onic']",Non-Toxic
Saatnya mengatakan Bigetron is back!!!!!!,Saatnya mengatakan Bigetron is back,saatnya mengatakan bigetron is back,"['saatnya', 'mengatakan', 'bigetron', 'is', 'back']","['saatnya', 'mengatakan', 'bigetron', 'is', 'back']",Non-Toxic
gila BTR turunkan tahta raja 🥶 main BTR kayak gak ada beban jir lawan tim peringkat atas ☠️,gila BTR turunkan tahta raja main BTR kayak gak ada beban jir lawan tim peringkat atas,gila btr turunkan tahta raja main btr kayak gak ada beban jir lawan tim peringkat atas,"['gila', 'btr', 'turunkan', 'tahta', 'raja', 'main', 'btr', 'kayak', 'gak', 'ada', 'beban', 'jir', 'lawan', 'tim', 'peringkat', 'atas']","['gila', 'btr', 'turunkan', 'tahta', 'raja', 'main', 'btr', 'kayak', 'tidak', 'ada', 'beban', 'jir', 'lawan', 'tim', 'peringkat', 'atas']",Toxic
setelah ber season-season akhirnya BTR menemukan racikan yg tepat 🔥,setelah ber seasonseason akhirnya BTR menemukan racikan yg tepat,setelah ber seasonseason akhirnya btr menemukan racikan yg tepat,"['setelah', 'ber', 'seasonseason', 'akhirnya', 'btr', 'menemukan', 'racikan', 'yg', 'tepat']","['setelah', 'ber', 'seasonseason', 'akhirnya', 'btr', 'menemukan', 'racikan', 'yang', 'tepat']",Non-Toxic
"finally juara baru, gg emang penjoki mpl satu ini",finally juara baru gg emang penjoki mpl satu ini,finally juara baru gg emang penjoki mpl satu ini,"['finally', 'juara', 'baru', 'gg', 'emang', 'penjoki', 'mpl', 'satu', 'ini']","['finally', 'juara', 'baru', 'gg', 'emang', 'penjoki', 'mpl', 'satu', 'ini']",Non-Toxic
